
WLA DX: 6809 mnemonics listed in opcode order.

If you notice any errors or something is missing, please
open an issue @ https://github.com/vhelin/wla-dx


x = 8bit
? = 16bit
s = 5bit signed ([-16, +15])



$00 "NEG x"
$A69D "LDA (?,PCR)"
$A69F "LDA (?)"
$A6A0 "LDA,Y+"
$A6A1 "LDA,Y++"
$A6A2 "LDA,-Y"
$A6A3 "LDA,--Y"
$A6A4 "LDA,Y"
$A6A5 "LDA B,Y"
$A6A6 "LDA A,Y"
$A6A8 "LDA x,Y"
$A6A9 "LDA ?,Y"
$A6AB "LDA D,Y"
$A6B1 "LDA (,Y++)"
$A6B3 "LDA (,--Y)"
$A6B4 "LDA (,Y)"
$A6B5 "LDA (B,Y)"
$A6B6 "LDA (A,Y)"
$A6B8 "LDA (x,Y)"
$A6B9 "LDA (?,Y)"
$A6BB "LDA (D,Y)"
$A6C0 "LDA,U+"
$A6C1 "LDA,U++"
$A6C2 "LDA,-U"
$A6C3 "LDA,--U"
$A6C4 "LDA,U"
$A6C5 "LDA B,U"
$A6C6 "LDA A,U"
$A6C8 "LDA x,U"
$A6C9 "LDA ?,U"
$A6CB "LDA D,U"
$A6D1 "LDA (,U++)"
$A6D3 "LDA (,--U)"
$A6D4 "LDA (,U)"
$A6D5 "LDA (B,U)"
$A6D6 "LDA (A,U)"
$A6D8 "LDA (x,U)"
$A6D9 "LDA (?,U)"
$A6DB "LDA (D,U)"
$A6E0 "LDA,S+"
$A6E1 "LDA,S++"
$A6E2 "LDA,-S"
$A6E3 "LDA,--S"
$A6E4 "LDA,S"
$A6E5 "LDA B,S"
$A6E6 "LDA A,S"
$A6E8 "LDA x,S"
$A6E9 "LDA ?,S"
$A6EB "LDA D,S"
$A6F1 "LDA (,S++)"
$A6F3 "LDA (,--S)"
$A6F4 "LDA (,S)"
$A6F5 "LDA (B,S)"
$A6F6 "LDA (A,S)"
$A6F8 "LDA (x,S)"
$A6F9 "LDA (?,S)"
$A6FB "LDA (D,S)"
$A700 "STA s,X"
$A720 "STA s,Y"
$A740 "STA s,U"
$A760 "STA s,S"
$A780 "STA,X+"
$A781 "STA,X++"
$A782 "STA,-X"
$A783 "STA,--X"
$A784 "STA,X"
$A785 "STA B,X"
$A786 "STA A,X"
$A788 "STA x,X"
$A789 "STA ?,X"
$A78B "STA D,X"
$A78C "STA x,PCR"
$A78D "STA ?,PCR"
$A791 "STA (,X++)"
$A793 "STA (,--X)"
$A794 "STA (,X)"
$A795 "STA (B,X)"
$A796 "STA (A,X)"
$A798 "STA (x,X)"
$A799 "STA (?,X)"
$A79B "STA (D,X)"
$A79C "STA (x,PCR)"
$A79D "STA (?,PCR)"
$A79F "STA (?)"
$A7A0 "STA,Y+"
$A7A1 "STA,Y++"
$A7A2 "STA,-Y"
$A7A3 "STA,--Y"
$A7A4 "STA,Y"
$A7A5 "STA B,Y"
$A7A6 "STA A,Y"
$A7A8 "STA x,Y"
$A7A9 "STA ?,Y"
$A7AB "STA D,Y"
$A7B1 "STA (,Y++)"
$A7B3 "STA (,--Y)"
$A7B4 "STA (,Y)"
$A7B5 "STA (B,Y)"
$A7B6 "STA (A,Y)"
$A7B8 "STA (x,Y)"
$A7B9 "STA (?,Y)"
$A7BB "STA (D,Y)"
$A7C0 "STA,U+"
$A7C1 "STA,U++"
$A7C2 "STA,-U"
$A7C3 "STA,--U"
$A7C4 "STA,U"
$A7C5 "STA B,U"
$A7C6 "STA A,U"
$A7C8 "STA x,U"
$A7C9 "STA ?,U"
$A7CB "STA D,U"
$A7D1 "STA (,U++)"
$A7D3 "STA (,--U)"
$A7D4 "STA (,U)"
$A7D5 "STA (B,U)"
$A7D6 "STA (A,U)"
$A7D8 "STA (x,U)"
$A7D9 "STA (?,U)"
$A7DB "STA (D,U)"
$A7E0 "STA,S+"
$A7E1 "STA,S++"
$A7E2 "STA,-S"
$A7E3 "STA,--S"
$A7E4 "STA,S"
$A7E5 "STA B,S"
$A7E6 "STA A,S"
$A7E8 "STA x,S"
$A7E9 "STA ?,S"
$A7EB "STA D,S"
$A7F1 "STA (,S++)"
$A7F3 "STA (,--S)"
$A7F4 "STA (,S)"
$A7F5 "STA (B,S)"
$A7F6 "STA (A,S)"
$A7F8 "STA (x,S)"
$A7F9 "STA (?,S)"
$A7FB "STA (D,S)"
$A800 "EORA s,X"
$A820 "EORA s,Y"
$A840 "EORA s,U"
$A860 "EORA s,S"
$A880 "EORA,X+"
$A881 "EORA,X++"
$A882 "EORA,-X"
$A883 "EORA,--X"
$A884 "EORA,X"
$A885 "EORA B,X"
$A886 "EORA A,X"
$A888 "EORA x,X"
$A889 "EORA ?,X"
$A88B "EORA D,X"
$A88C "EORA x,PCR"
$A88D "EORA ?,PCR"
$A891 "EORA (,X++)"
$A893 "EORA (,--X)"
$A894 "EORA (,X)"
$A895 "EORA (B,X)"
$A896 "EORA (A,X)"
$A898 "EORA (x,X)"
$A899 "EORA (?,X)"
$A89B "EORA (D,X)"
$A89C "EORA (x,PCR)"
$A89D "EORA (?,PCR)"
$A89F "EORA (?)"
$A8A0 "EORA,Y+"
$A8A1 "EORA,Y++"
$A8A2 "EORA,-Y"
$A8A3 "EORA,--Y"
$A8A4 "EORA,Y"
$A8A5 "EORA B,Y"
$A8A6 "EORA A,Y"
$A8A8 "EORA x,Y"
$A8A9 "EORA ?,Y"
$A8AB "EORA D,Y"
$A8B1 "EORA (,Y++)"
$A8B3 "EORA (,--Y)"
$A8B4 "EORA (,Y)"
$A8B5 "EORA (B,Y)"
$A8B6 "EORA (A,Y)"
$A8B8 "EORA (x,Y)"
$A8B9 "EORA (?,Y)"
$A8BB "EORA (D,Y)"
$A8C0 "EORA,U+"
$A8C1 "EORA,U++"
$A8C2 "EORA,-U"
$A8C3 "EORA,--U"
$A8C4 "EORA,U"
$A8C5 "EORA B,U"
$A8C6 "EORA A,U"
$A8C8 "EORA x,U"
$A8C9 "EORA ?,U"
$A8CB "EORA D,U"
$A8D1 "EORA (,U++)"
$A8D3 "EORA (,--U)"
$A8D4 "EORA (,U)"
$A8D5 "EORA (B,U)"
$A8D6 "EORA (A,U)"
$A8D8 "EORA (x,U)"
$A8D9 "EORA (?,U)"
$A8DB "EORA (D,U)"
$A8E0 "EORA,S+"
$A8E1 "EORA,S++"
$A8E2 "EORA,-S"
$A8E3 "EORA,--S"
$A8E4 "EORA,S"
$A8E5 "EORA B,S"
$A8E6 "EORA A,S"
$A8E8 "EORA x,S"
$A8E9 "EORA ?,S"
$A8EB "EORA D,S"
$A8F1 "EORA (,S++)"
$A8F3 "EORA (,--S)"
$A8F4 "EORA (,S)"
$A8F5 "EORA (B,S)"
$A8F6 "EORA (A,S)"
$A8F8 "EORA (x,S)"
$A8F9 "EORA (?,S)"
$A8FB "EORA (D,S)"
$A900 "ADCA s,X"
$A920 "ADCA s,Y"
$A940 "ADCA s,U"
$A960 "ADCA s,S"
$A980 "ADCA,X+"
$A981 "ADCA,X++"
$A982 "ADCA,-X"
$A983 "ADCA,--X"
$A984 "ADCA,X"
$A985 "ADCA B,X"
$A986 "ADCA A,X"
$A988 "ADCA x,X"
$A989 "ADCA ?,X"
$A98B "ADCA D,X"
$A98C "ADCA x,PCR"
$A98D "ADCA ?,PCR"
$A991 "ADCA (,X++)"
$A993 "ADCA (,--X)"
$A994 "ADCA (,X)"
$A995 "ADCA (B,X)"
$A996 "ADCA (A,X)"
$A998 "ADCA (x,X)"
$A999 "ADCA (?,X)"
$A99B "ADCA (D,X)"
$A99C "ADCA (x,PCR)"
$A99D "ADCA (?,PCR)"
$A99F "ADCA (?)"
$A9A0 "ADCA,Y+"
$A9A1 "ADCA,Y++"
$A9A2 "ADCA,-Y"
$A9A3 "ADCA,--Y"
$A9A4 "ADCA,Y"
$A9A5 "ADCA B,Y"
$A9A6 "ADCA A,Y"
$A9A8 "ADCA x,Y"
$A9A9 "ADCA ?,Y"
$A9AB "ADCA D,Y"
$A9B1 "ADCA (,Y++)"
$A9B3 "ADCA (,--Y)"
$A9B4 "ADCA (,Y)"
$A9B5 "ADCA (B,Y)"
$A9B6 "ADCA (A,Y)"
$A9B8 "ADCA (x,Y)"
$A9B9 "ADCA (?,Y)"
$A9BB "ADCA (D,Y)"
$A9C0 "ADCA,U+"
$A9C1 "ADCA,U++"
$A9C2 "ADCA,-U"
$A9C3 "ADCA,--U"
$A9C4 "ADCA,U"
$A9C5 "ADCA B,U"
$A9C6 "ADCA A,U"
$A9C8 "ADCA x,U"
$A9C9 "ADCA ?,U"
$A9CB "ADCA D,U"
$A9D1 "ADCA (,U++)"
$A9D3 "ADCA (,--U)"
$A9D4 "ADCA (,U)"
$A9D5 "ADCA (B,U)"
$A9D6 "ADCA (A,U)"
$A9D8 "ADCA (x,U)"
$A9D9 "ADCA (?,U)"
$A9DB "ADCA (D,U)"
$A9E0 "ADCA,S+"
$A9E1 "ADCA,S++"
$A9E2 "ADCA,-S"
$A9E3 "ADCA,--S"
$A9E4 "ADCA,S"
$A9E5 "ADCA B,S"
$A9E6 "ADCA A,S"
$A9E8 "ADCA x,S"
$A9E9 "ADCA ?,S"
$A9EB "ADCA D,S"
$A9F1 "ADCA (,S++)"
$A9F3 "ADCA (,--S)"
$A9F4 "ADCA (,S)"
$A9F5 "ADCA (B,S)"
$A9F6 "ADCA (A,S)"
$A9F8 "ADCA (x,S)"
$A9F9 "ADCA (?,S)"
$A9FB "ADCA (D,S)"
$AA00 "ORA s,X"
$AA20 "ORA s,Y"
$AA40 "ORA s,U"
$AA60 "ORA s,S"
$AA80 "ORA,X+"
$AA81 "ORA,X++"
$AA82 "ORA,-X"
$AA83 "ORA,--X"
$AA84 "ORA,X"
$AA85 "ORA B,X"
$AA86 "ORA A,X"
$AA88 "ORA x,X"
$AA89 "ORA ?,X"
$AA8B "ORA D,X"
$AA8C "ORA x,PCR"
$AA8D "ORA ?,PCR"
$AA91 "ORA (,X++)"
$AA93 "ORA (,--X)"
$AA94 "ORA (,X)"
$AA95 "ORA (B,X)"
$AA96 "ORA (A,X)"
$AA98 "ORA (x,X)"
$AA99 "ORA (?,X)"
$AA9B "ORA (D,X)"
$AA9C "ORA (x,PCR)"
$AA9D "ORA (?,PCR)"
$AA9F "ORA (?)"
$AAA0 "ORA,Y+"
$AAA1 "ORA,Y++"
$AAA2 "ORA,-Y"
$AAA3 "ORA,--Y"
$AAA4 "ORA,Y"
$AAA5 "ORA B,Y"
$AAA6 "ORA A,Y"
$AAA8 "ORA x,Y"
$AAA9 "ORA ?,Y"
$AAAB "ORA D,Y"
$AAB1 "ORA (,Y++)"
$AAB3 "ORA (,--Y)"
$AAB4 "ORA (,Y)"
$AAB5 "ORA (B,Y)"
$AAB6 "ORA (A,Y)"
$AAB8 "ORA (x,Y)"
$AAB9 "ORA (?,Y)"
$AABB "ORA (D,Y)"
$AAC0 "ORA,U+"
$AAC1 "ORA,U++"
$AAC2 "ORA,-U"
$AAC3 "ORA,--U"
$AAC4 "ORA,U"
$AAC5 "ORA B,U"
$AAC6 "ORA A,U"
$AAC8 "ORA x,U"
$AAC9 "ORA ?,U"
$AACB "ORA D,U"
$AAD1 "ORA (,U++)"
$AAD3 "ORA (,--U)"
$AAD4 "ORA (,U)"
$AAD5 "ORA (B,U)"
$AAD6 "ORA (A,U)"
$AAD8 "ORA (x,U)"
$AAD9 "ORA (?,U)"
$AADB "ORA (D,U)"
$AAE0 "ORA,S+"
$AAE1 "ORA,S++"
$AAE2 "ORA,-S"
$AAE3 "ORA,--S"
$AAE4 "ORA,S"
$AAE5 "ORA B,S"
$AAE6 "ORA A,S"
$AAE8 "ORA x,S"
$AAE9 "ORA ?,S"
$AAEB "ORA D,S"
$AAF1 "ORA (,S++)"
$AAF3 "ORA (,--S)"
$AAF4 "ORA (,S)"
$AAF5 "ORA (B,S)"
$AAF6 "ORA (A,S)"
$AAF8 "ORA (x,S)"
$AAF9 "ORA (?,S)"
$AAFB "ORA (D,S)"
$AB00 "ADDA s,X"
$AB20 "ADDA s,Y"
$AB40 "ADDA s,U"
$AB60 "ADDA s,S"
$AB80 "ADDA,X+"
$AB81 "ADDA,X++"
$AB82 "ADDA,-X"
$AB83 "ADDA,--X"
$AB84 "ADDA,X"
$AB85 "ADDA B,X"
$AB86 "ADDA A,X"
$AB88 "ADDA x,X"
$AB89 "ADDA ?,X"
$AB8B "ADDA D,X"
$AB8C "ADDA x,PCR"
$AB8D "ADDA ?,PCR"
$AB91 "ADDA (,X++)"
$AB93 "ADDA (,--X)"
$AB94 "ADDA (,X)"
$AB95 "ADDA (B,X)"
$AB96 "ADDA (A,X)"
$AB98 "ADDA (x,X)"
$AB99 "ADDA (?,X)"
$AB9B "ADDA (D,X)"
$AB9C "ADDA (x,PCR)"
$AB9D "ADDA (?,PCR)"
$AB9F "ADDA (?)"
$ABA0 "ADDA,Y+"
$ABA1 "ADDA,Y++"
$ABA2 "ADDA,-Y"
$ABA3 "ADDA,--Y"
$ABA4 "ADDA,Y"
$ABA5 "ADDA B,Y"
$ABA6 "ADDA A,Y"
$ABA8 "ADDA x,Y"
$ABA9 "ADDA ?,Y"
$ABAB "ADDA D,Y"
$ABB1 "ADDA (,Y++)"
$ABB3 "ADDA (,--Y)"
$ABB4 "ADDA (,Y)"
$ABB5 "ADDA (B,Y)"
$ABB6 "ADDA (A,Y)"
$ABB8 "ADDA (x,Y)"
$ABB9 "ADDA (?,Y)"
$ABBB "ADDA (D,Y)"
$ABC0 "ADDA,U+"
$ABC1 "ADDA,U++"
$ABC2 "ADDA,-U"
$ABC3 "ADDA,--U"
$ABC4 "ADDA,U"
$ABC5 "ADDA B,U"
$ABC6 "ADDA A,U"
$ABC8 "ADDA x,U"
$ABC9 "ADDA ?,U"
$ABCB "ADDA D,U"
$ABD1 "ADDA (,U++)"
$ABD3 "ADDA (,--U)"
$ABD4 "ADDA (,U)"
$ABD5 "ADDA (B,U)"
$ABD6 "ADDA (A,U)"
$ABD8 "ADDA (x,U)"
$ABD9 "ADDA (?,U)"
$ABDB "ADDA (D,U)"
$ABE0 "ADDA,S+"
$ABE1 "ADDA,S++"
$ABE2 "ADDA,-S"
$ABE3 "ADDA,--S"
$ABE4 "ADDA,S"
$ABE5 "ADDA B,S"
$ABE6 "ADDA A,S"
$ABE8 "ADDA x,S"
$ABE9 "ADDA ?,S"
$ABEB "ADDA D,S"
$ABF1 "ADDA (,S++)"
$ABF3 "ADDA (,--S)"
$ABF4 "ADDA (,S)"
$ABF5 "ADDA (B,S)"
$ABF6 "ADDA (A,S)"
$ABF8 "ADDA (x,S)"
$ABF9 "ADDA (?,S)"
$ABFB "ADDA (D,S)"
$AC00 "CMPX s,X"
$AC20 "CMPX s,Y"
$AC40 "CMPX s,U"
$AC60 "CMPX s,S"
$AC80 "CMPX,X+"
$AC81 "CMPX,X++"
$AC82 "CMPX,-X"
$AC83 "CMPX,--X"
$AC84 "CMPX,X"
$AC85 "CMPX B,X"
$AC86 "CMPX A,X"
$AC88 "CMPX x,X"
$AC89 "CMPX ?,X"
$AC8B "CMPX D,X"
$AC8C "CMPX x,PCR"
$AC8D "CMPX ?,PCR"
$AC91 "CMPX (,X++)"
$AC93 "CMPX (,--X)"
$AC94 "CMPX (,X)"
$AC95 "CMPX (B,X)"
$AC96 "CMPX (A,X)"
$AC98 "CMPX (x,X)"
$AC99 "CMPX (?,X)"
$AC9B "CMPX (D,X)"
$AC9C "CMPX (x,PCR)"
$AC9D "CMPX (?,PCR)"
$AC9F "CMPX (?)"
$ACA0 "CMPX,Y+"
$ACA1 "CMPX,Y++"
$ACA2 "CMPX,-Y"
$ACA3 "CMPX,--Y"
$ACA4 "CMPX,Y"
$ACA5 "CMPX B,Y"
$ACA6 "CMPX A,Y"
$ACA8 "CMPX x,Y"
$ACA9 "CMPX ?,Y"
$ACAB "CMPX D,Y"
$ACB1 "CMPX (,Y++)"
$ACB3 "CMPX (,--Y)"
$ACB4 "CMPX (,Y)"
$ACB5 "CMPX (B,Y)"
$ACB6 "CMPX (A,Y)"
$ACB8 "CMPX (x,Y)"
$ACB9 "CMPX (?,Y)"
$ACBB "CMPX (D,Y)"
$ACC0 "CMPX,U+"
$ACC1 "CMPX,U++"
$ACC2 "CMPX,-U"
$ACC3 "CMPX,--U"
$ACC4 "CMPX,U"
$ACC5 "CMPX B,U"
$ACC6 "CMPX A,U"
$ACC8 "CMPX x,U"
$ACC9 "CMPX ?,U"
$ACCB "CMPX D,U"
$ACD1 "CMPX (,U++)"
$ACD3 "CMPX (,--U)"
$ACD4 "CMPX (,U)"
$ACD5 "CMPX (B,U)"
$ACD6 "CMPX (A,U)"
$ACD8 "CMPX (x,U)"
$ACD9 "CMPX (?,U)"
$ACDB "CMPX (D,U)"
$ACE0 "CMPX,S+"
$ACE1 "CMPX,S++"
$ACE2 "CMPX,-S"
$ACE3 "CMPX,--S"
$ACE4 "CMPX,S"
$ACE5 "CMPX B,S"
$ACE6 "CMPX A,S"
$ACE8 "CMPX x,S"
$ACE9 "CMPX ?,S"
$ACEB "CMPX D,S"
$ACF1 "CMPX (,S++)"
$ACF3 "CMPX (,--S)"
$ACF4 "CMPX (,S)"
$ACF5 "CMPX (B,S)"
$ACF6 "CMPX (A,S)"
$ACF8 "CMPX (x,S)"
$ACF9 "CMPX (?,S)"
$ACFB "CMPX (D,S)"
$AD00 "JSR s,X"
$AD20 "JSR s,Y"
$AD40 "JSR s,U"
$AD60 "JSR s,S"
$AD80 "JSR,X+"
$AD81 "JSR,X++"
$AD82 "JSR,-X"
$AD83 "JSR,--X"
$AD84 "JSR,X"
$AD85 "JSR B,X"
$AD86 "JSR A,X"
$AD88 "JSR x,X"
$AD89 "JSR ?,X"
$AD8B "JSR D,X"
$AD8C "JSR x,PCR"
$AD8D "JSR ?,PCR"
$AD91 "JSR (,X++)"
$AD93 "JSR (,--X)"
$AD94 "JSR (,X)"
$AD95 "JSR (B,X)"
$AD96 "JSR (A,X)"
$AD98 "JSR (x,X)"
$AD99 "JSR (?,X)"
$AD9B "JSR (D,X)"
$AD9C "JSR (x,PCR)"
$AD9D "JSR (?,PCR)"
$AD9F "JSR (?)"
$ADA0 "JSR,Y+"
$ADA1 "JSR,Y++"
$ADA2 "JSR,-Y"
$ADA3 "JSR,--Y"
$ADA4 "JSR,Y"
$ADA5 "JSR B,Y"
$ADA6 "JSR A,Y"
$ADA8 "JSR x,Y"
$ADA9 "JSR ?,Y"
$ADAB "JSR D,Y"
$ADB1 "JSR (,Y++)"
$ADB3 "JSR (,--Y)"
$ADB4 "JSR (,Y)"
$ADB5 "JSR (B,Y)"
$ADB6 "JSR (A,Y)"
$ADB8 "JSR (x,Y)"
$ADB9 "JSR (?,Y)"
$ADBB "JSR (D,Y)"
$ADC0 "JSR,U+"
$ADC1 "JSR,U++"
$ADC2 "JSR,-U"
$ADC3 "JSR,--U"
$ADC4 "JSR,U"
$ADC5 "JSR B,U"
$ADC6 "JSR A,U"
$ADC8 "JSR x,U"
$ADC9 "JSR ?,U"
$ADCB "JSR D,U"
$ADD1 "JSR (,U++)"
$ADD3 "JSR (,--U)"
$ADD4 "JSR (,U)"
$ADD5 "JSR (B,U)"
$ADD6 "JSR (A,U)"
$ADD8 "JSR (x,U)"
$ADD9 "JSR (?,U)"
$ADDB "JSR (D,U)"
$ADE0 "JSR,S+"
$ADE1 "JSR,S++"
$ADE2 "JSR,-S"
$ADE3 "JSR,--S"
$ADE4 "JSR,S"
$ADE5 "JSR B,S"
$ADE6 "JSR A,S"
$ADE8 "JSR x,S"
$ADE9 "JSR ?,S"
$ADEB "JSR D,S"
$ADF1 "JSR (,S++)"
$ADF3 "JSR (,--S)"
$ADF4 "JSR (,S)"
$ADF5 "JSR (B,S)"
$ADF6 "JSR (A,S)"
$ADF8 "JSR (x,S)"
$ADF9 "JSR (?,S)"
$ADFB "JSR (D,S)"
$AE00 "LDX s,X"
$AE20 "LDX s,Y"
$AE40 "LDX s,U"
$AE60 "LDX s,S"
$AE80 "LDX,X+"
$AE81 "LDX,X++"
$AE82 "LDX,-X"
$AE83 "LDX,--X"
$AE84 "LDX,X"
$AE85 "LDX B,X"
$AE86 "LDX A,X"
$AE88 "LDX x,X"
$AE89 "LDX ?,X"
$AE8B "LDX D,X"
$AE8C "LDX x,PCR"
$AE8D "LDX ?,PCR"
$AE91 "LDX (,X++)"
$AE93 "LDX (,--X)"
$AE94 "LDX (,X)"
$AE95 "LDX (B,X)"
$AE96 "LDX (A,X)"
$AE98 "LDX (x,X)"
$AE99 "LDX (?,X)"
$AE9B "LDX (D,X)"
$AE9C "LDX (x,PCR)"
$AE9D "LDX (?,PCR)"
$AE9F "LDX (?)"
$AEA0 "LDX,Y+"
$AEA1 "LDX,Y++"
$AEA2 "LDX,-Y"
$AEA3 "LDX,--Y"
$AEA4 "LDX,Y"
$AEA5 "LDX B,Y"
$AEA6 "LDX A,Y"
$AEA8 "LDX x,Y"
$AEA9 "LDX ?,Y"
$AEAB "LDX D,Y"
$AEB1 "LDX (,Y++)"
$AEB3 "LDX (,--Y)"
$AEB4 "LDX (,Y)"
$AEB5 "LDX (B,Y)"
$AEB6 "LDX (A,Y)"
$AEB8 "LDX (x,Y)"
$AEB9 "LDX (?,Y)"
$AEBB "LDX (D,Y)"
$AEC0 "LDX,U+"
$AEC1 "LDX,U++"
$AEC2 "LDX,-U"
$AEC3 "LDX,--U"
$AEC4 "LDX,U"
$AEC5 "LDX B,U"
$AEC6 "LDX A,U"
$AEC8 "LDX x,U"
$AEC9 "LDX ?,U"
$AECB "LDX D,U"
$AED1 "LDX (,U++)"
$AED3 "LDX (,--U)"
$AED4 "LDX (,U)"
$AED5 "LDX (B,U)"
$AED6 "LDX (A,U)"
$AED8 "LDX (x,U)"
$AED9 "LDX (?,U)"
$AEDB "LDX (D,U)"
$AEE0 "LDX,S+"
$AEE1 "LDX,S++"
$AEE2 "LDX,-S"
$AEE3 "LDX,--S"
$AEE4 "LDX,S"
$AEE5 "LDX B,S"
$AEE6 "LDX A,S"
$AEE8 "LDX x,S"
$AEE9 "LDX ?,S"
$AEEB "LDX D,S"
$AEF1 "LDX (,S++)"
$AEF3 "LDX (,--S)"
$AEF4 "LDX (,S)"
$AEF5 "LDX (B,S)"
$AEF6 "LDX (A,S)"
$AEF8 "LDX (x,S)"
$AEF9 "LDX (?,S)"
$AEFB "LDX (D,S)"
$AF00 "STX s,X"
$AF20 "STX s,Y"
$AF40 "STX s,U"
$AF60 "STX s,S"
$AF80 "STX,X+"
$AF81 "STX,X++"
$AF82 "STX,-X"
$AF83 "STX,--X"
$AF84 "STX,X"
$AF85 "STX B,X"
$AF86 "STX A,X"
$AF88 "STX x,X"
$AF89 "STX ?,X"
$AF8B "STX D,X"
$AF8C "STX x,PCR"
$AF8D "STX ?,PCR"
$AF91 "STX (,X++)"
$AF93 "STX (,--X)"
$AF94 "STX (,X)"
$AF95 "STX (B,X)"
$AF96 "STX (A,X)"
$AF98 "STX (x,X)"
$AF99 "STX (?,X)"
$AF9B "STX (D,X)"
$AF9C "STX (x,PCR)"
$AF9D "STX (?,PCR)"
$AF9F "STX (?)"
$AFA0 "STX,Y+"
$AFA1 "STX,Y++"
$AFA2 "STX,-Y"
$AFA3 "STX,--Y"
$AFA4 "STX,Y"
$AFA5 "STX B,Y"
$AFA6 "STX A,Y"
$AFA8 "STX x,Y"
$AFA9 "STX ?,Y"
$AFAB "STX D,Y"
$AFB1 "STX (,Y++)"
$AFB3 "STX (,--Y)"
$AFB4 "STX (,Y)"
$AFB5 "STX (B,Y)"
$AFB6 "STX (A,Y)"
$AFB8 "STX (x,Y)"
$AFB9 "STX (?,Y)"
$AFBB "STX (D,Y)"
$AFC0 "STX,U+"
$AFC1 "STX,U++"
$AFC2 "STX,-U"
$AFC3 "STX,--U"
$AFC4 "STX,U"
$AFC5 "STX B,U"
$AFC6 "STX A,U"
$AFC8 "STX x,U"
$AFC9 "STX ?,U"
$AFCB "STX D,U"
$AFD1 "STX (,U++)"
$AFD3 "STX (,--U)"
$AFD4 "STX (,U)"
$AFD5 "STX (B,U)"
$AFD6 "STX (A,U)"
$AFD8 "STX (x,U)"
$AFD9 "STX (?,U)"
$AFDB "STX (D,U)"
$AFE0 "STX,S+"
$AFE1 "STX,S++"
$AFE2 "STX,-S"
$AFE3 "STX,--S"
$AFE4 "STX,S"
$AFE5 "STX B,S"
$AFE6 "STX A,S"
$AFE8 "STX x,S"
$AFE9 "STX ?,S"
$AFEB "STX D,S"
$AFF1 "STX (,S++)"
$AFF3 "STX (,--S)"
$AFF4 "STX (,S)"
$AFF5 "STX (B,S)"
$AFF6 "STX (A,S)"
$AFF8 "STX (x,S)"
$AFF9 "STX (?,S)"
$AFFB "STX (D,S)"
$B0 "SUBA ?"
$B1 "CMPA ?"
$B2 "SBCA ?"
$B3 "SUBD ?"
$B4 "ANDA ?"
$B5 "BITA ?"
$B6 "LDA ?"
$B7 "STA ?"
$B8 "EORA ?"
$B9 "ADCA ?"
$BA "ORA ?"
$BB "ADDA ?"
$BC "CMPX ?"
$BD "JSR ?"
$BE "LDX ?"
$BF "STX ?"
$C0 "SUBB #x"
$C1 "CMPB #x"
$C2 "SBCB #x"
$C3 "ADDD #x"
$C4 "ANDB #x"
$C5 "BITB #x"
$C6 "LDB #x"
$C8 "EORB #x"
$C9 "ADCB #x"
$CA "ORB #x"
$CB "ADDB #x"
$CC "LDD #x"
$CE "LDU #x"
$D0 "SUBB x"
$D1 "CMPB x"
$D2 "SBCB x"
$D3 "ADDD x"
$D4 "ANDB x"
$D5 "BITB x"
$D6 "LDB x"
$D7 "STB x"
$D8 "EORB x"
$D9 "ADCB x"
$DA "ORB x"
$DB "ADDB x"
$DC "LDD x"
$DD "STD x"
$DE "LDU x"
$DF "STU x"
$E000 "SUBB s,X"
$E020 "SUBB s,Y"
$E040 "SUBB s,U"
$E060 "SUBB s,S"
$E080 "SUBB,X+"
$E081 "SUBB,X++"
$E082 "SUBB,-X"
$E083 "SUBB,--X"
$E084 "SUBB,X"
$E085 "SUBB B,X"
$E086 "SUBB A,X"
$E088 "SUBB x,X"
$E089 "SUBB ?,X"
$E08B "SUBB D,X"
$E08C "SUBB x,PCR"
$E08D "SUBB ?,PCR"
$E091 "SUBB (,X++)"
$E093 "SUBB (,--X)"
$E094 "SUBB (,X)"
$E095 "SUBB (B,X)"
$E096 "SUBB (A,X)"
$E098 "SUBB (x,X)"
$E099 "SUBB (?,X)"
$E09B "SUBB (D,X)"
$E09C "SUBB (x,PCR)"
$E09D "SUBB (?,PCR)"
$E09F "SUBB (?)"
$E0A0 "SUBB,Y+"
$E0A1 "SUBB,Y++"
$E0A2 "SUBB,-Y"
$E0A3 "SUBB,--Y"
$E0A4 "SUBB,Y"
$E0A5 "SUBB B,Y"
$E0A6 "SUBB A,Y"
$E0A8 "SUBB x,Y"
$E0A9 "SUBB ?,Y"
$E0AB "SUBB D,Y"
$E0B1 "SUBB (,Y++)"
$E0B3 "SUBB (,--Y)"
$E0B4 "SUBB (,Y)"
$E0B5 "SUBB (B,Y)"
$E0B6 "SUBB (A,Y)"
$E0B8 "SUBB (x,Y)"
$E0B9 "SUBB (?,Y)"
$E0BB "SUBB (D,Y)"
$E0C0 "SUBB,U+"
$E0C1 "SUBB,U++"
$E0C2 "SUBB,-U"
$E0C3 "SUBB,--U"
$E0C4 "SUBB,U"
$E0C5 "SUBB B,U"
$E0C6 "SUBB A,U"
$E0C8 "SUBB x,U"
$E0C9 "SUBB ?,U"
$E0CB "SUBB D,U"
$E0D1 "SUBB (,U++)"
$E0D3 "SUBB (,--U)"
$E0D4 "SUBB (,U)"
$E0D5 "SUBB (B,U)"
$E0D6 "SUBB (A,U)"
$E0D8 "SUBB (x,U)"
$E0D9 "SUBB (?,U)"
